X,Y,Value
442,882,703
586,68,252
392,355,410
510,852,1
552,382,726
556,364,798
808,83,48
625,890,194
435,980,669
931,877,269
625,105,493
335,942,212
616,413,767
798,361,370
287,241,85
890,135,625
9,856,288
835,98,497
553,725,102
864,880,696
456,691,618
209,268,531
841,756,774
309,10,281
213,716,69
660,140,576
693,358,40
459,969,16
47,72,710
113,43,16
494,544,687
873,960,137
236,812,798
182,209,328
124,580,293
241,826,633
88,231,148
60,331,630
7,57,482
809,777,278
952,109,770
293,137,488
217,913,563
898,631,631
668,537,216
530,220,160
213,823,288
446,797,543
518,529,548
890,862,38
773,402,284
704,762,48
105,92,432
899,953,718
366,445,311
802,582,716
746,632,375
389,549,534
326,316,350
608,74,324
529,747,422
70,978,723
16,344,584
356,46,624
752,591,30
825,443,16
144,317,387
384,299,92
364,440,680
430,212,125
186,480,112
6,616,392
144,339,754
151,311,468
336,515,778
99,422,112
578,371,44
114,992,75
610,147,93
193,992,513
196,989,236
543,977,758
783,884,654
641,199,2
823,587,186
745,165,526
305,340,268
571,467,32
121,949,736
481,415,30
163,361,564
655,273,529
702,367,552
135,879,356
227,109,70
766,636,489
138,424,347
433,895,96
603,971,268
477,506,558
757,898,671
538,818,105
18,161,388
732,764,462
765,804,81
567,351,511
150,671,770
76,507,200
720,352,710
479,439,12
760,642,242
137,828,332
741,396,6
739,163,214
308,915,704
91,62,463
311,34,415
352,682,599
232,918,194
955,564,613
220,273,17
289,97,574
759,495,372
581,391,30
857,593,425
812,712,224
514,852,210
702,269,514
578,139,119
791,935,386
841,326,158
204,395,770
982,421,82
956,945,230
607,738,368
291,534,61
850,598,31
622,559,214
160,715,192
535,602,370
299,903,755
92,912,653
986,567,515
294,29,303
75,898,300
307,759,251
162,777,50
628,660,65
641,160,367
908,518,154
781,123,687
853,162,724
317,90,231
469,765,664
803,95,381
662,267,148
33,26,22
991,928,23
197,365,14
963,378,517
185,422,145
757,159,33
117,402,142
335,6,164
159,213,8
221,279,681
602,40,108
871,39,459
350,299,362
788,613,636
538,734,65
583,515,617
910,309,98
621,118,301
491,11,16
57,64,107
179,891,131
768,860,148
704,692,420
476,258,698
496,704,508
600,38,795
375,201,409
856,161,235
314,700,777
972,738,441
645,503,355
158,936,764
256,324,216
227,466,286
273,552,333
96,118,210
579,530,135
607,158,734
617,610,560
178,111,254
761,756,184
554,749,563
637,749,238
535,260,525
502,937,268
530,58,523
495,569,229
411,911,337
282,74,390
112,645,128
592,931,712
20,692,491
901,552,181
369,855,284
437,12,233
181,158,766
499,10,215
448,932,12
542,142,249
950,608,798
442,973,110
39,285,203
857,629,791
748,654,66
252,676,327
95,830,427
445,348,166
425,186,772
352,322,165
224,470,673
705,454,686
493,609,638
482,171,563
351,353,408
903,16,557
19,266,677
271,330,342
73,903,750
47,131,458
863,872,594
513,579,718
77,848,259
246,658,206
206,422,19
899,988,82
105,53,697
787,623,683
700,47,197
865,465,751
513,427,285
47,932,368
594,26,164
202,719,746
513,356,655
324,161,511
828,505,333
134,799,577
43,79,310
237,980,386
265,800,529
213,919,481
47,444,349
645,301,592
858,983,191
750,681,334
905,459,625
21,222,286
551,528,213
814,415,84
485,941,293
168,755,796
548,51,745
681,92,202
345,989,686
288,471,160
924,506,297
177,837,707
917,594,470
143,47,110
298,835,248
192,337,569
234,79,572
217,654,587
201,363,23
760,549,203
143,38,352
979,498,484
362,53,521
718,128,613
65,952,416
487,290,100
774,112,83
261,543,19
995,862,556
411,23,585
532,41,214
233,439,531
185,601,682
271,993,524
185,355,16
333,114,684
618,883,588
987,223,768
694,114,33
453,999,647
78,389,220
929,660,210
245,623,226
979,179,350
964,324,730
959,97,558
168,237,436
359,458,110
224,629,151
148,282,65
96,392,417
976,618,306
845,804,138
705,442,196
229,390,111
768,495,45
906,807,464
502,42,777
455,233,657
241,7,52
219,601,7
20,787,629
170,204,96
141,234,427
442,687,744
582,223,420
886,427,7
265,496,522
403,457,64
150,526,494
739,642,430
947,331,15
736,919,301
36,201,658
433,656,347
900,622,328
895,321,686
298,845,771
21,66,633
680,886,800
306,943,337
103,984,791
51,656,556
204,836,81
401,665,179
396,663,412
332,265,605
410,200,303
897,470,153
968,197,504
579,857,612
833,2,297
290,288,570
126,659,582
259,37,89
188,423,401
947,845,64
973,104,736
580,39,521
407,307,102
856,294,611
900,298,55
319,783,656
881,923,21
311,162,398
18,508,111
296,145,473
601,990,211
314,977,483
524,361,671
498,386,36
107,889,336
1000,74,496
172,511,519
592,651,722
24,10,205
629,343,219
343,180,541
777,848,323
716,298,74
695,86,729
16,956,74
902,201,786
411,850,530
556,151,688
442,883,741
221,272,620
338,776,160
38,441,480
692,590,342
452,367,13
775,728,743
418,998,560
796,112,50
902,943,780
274,802,87
989,826,739
241,63,453
509,682,292
454,428,188
412,265,688
571,893,266
670,964,267
826,547,597
827,605,110
464,214,270
358,990,306
3,833,202
3,252,772
465,469,638
985,426,693
456,532,767
156,221,251
910,853,86
527,78,11
94,132,82
308,966,308
583,436,164
405,215,409
262,105,714
136,946,454
632,619,253
490,167,661
724,974,163
904,820,163
512,944,221
576,447,6
562,796,182
522,905,276
565,983,377
756,973,428
851,505,387
343,936,776
101,501,753
450,437,557
671,285,488
673,988,124
734,595,610
718,584,284
387,986,649
348,250,737
183,831,226
833,620,123
446,249,295
883,377,26
296,856,202
176,224,337
55,863,446
368,256,607
282,104,609
361,448,723
401,943,701
961,512,23
70,359,488
571,275,318
514,531,208
786,227,478
145,740,376
796,585,677
614,423,79
883,136,323
77,676,743
214,94,468
210,760,213
85,431,375
542,710,488
969,266,177
360,472,746
117,399,668
143,371,171
93,235,149
1000,591,443
489,436,94
376,236,141
216,690,709
56,545,756
12,86,602
666,952,255
643,638,79
504,648,125
842,274,54
364,391,575
838,9,131
19,966,565
899,976,681
452,798,520
848,413,208
546,309,279
169,758,652
713,503,501
783,91,148
911,537,333
271,778,436
398,580,773
720,449,351
522,110,103
487,332,547
890,872,686
539,988,779
167,160,318
64,999,61
211,932,462
734,164,196
447,352,136
659,487,235
643,855,214
331,858,434
304,369,407
319,657,775
311,424,312
252,44,244
173,740,48
600,268,443
146,923,341
49,44,322
602,95,51
162,632,684
112,127,762
79,834,603
432,119,117
642,474,438
564,389,616
650,634,87
368,935,158
20,977,646
377,502,362
595,964,562
941,938,267
635,871,103
248,727,475
98,152,386
610,399,188
243,176,687
433,362,115
678,777,148
268,354,202
260,729,498
290,229,27
253,7,557
748,822,121
549,352,266
595,399,597
492,967,273
488,949,325
665,235,626
311,122,226
826,940,500
150,906,28
789,236,541
421,777,602
424,680,334
30,417,193
37,367,82
982,201,602
566,515,121
820,845,414
536,341,431
244,636,392
804,715,682
956,880,250
590,251,771
607,618,445
645,559,414
622,589,624
514,258,513
401,335,745
776,793,723
985,899,541
544,183,775
437,303,313
662,433,136
702,164,99
164,325,496
363,993,383
10,58,432
129,529,590
482,86,481
396,697,598
509,558,567
590,768,526
1,58,492
160,247,451
535,793,553
416,27,433
392,475,243
560,443,64
548,751,99
434,313,328
861,578,145
55,46,765
324,10,236
37,389,149
873,102,141
227,740,385
479,616,200
210,996,503
353,899,76
559,742,306
188,298,776
914,839,796
837,84,429
66,536,248
157,529,172
318,984,418
396,711,292
365,305,143
325,139,283
50,104,541
495,968,686
122,564,84
756,253,224
322,931,426
165,828,516
769,882,365
289,249,546
720,980,506
495,676,648
271,678,433
764,623,43
209,445,365
924,636,682
470,943,450
462,385,741
570,266,472
855,875,99
718,517,418
580,937,767
720,452,293
581,410,466
119,463,361
260,324,777
560,161,641
417,267,710
510,608,617
412,174,199
154,520,22
762,114,370
299,990,446
148,639,259
909,837,184
801,619,255
126,916,544
105,816,413
502,432,671
874,564,430
574,179,744
756,996,293
862,475,538
622,831,186
104,37,45
164,913,264
854,412,193
347,244,62
221,623,276
662,456,40
84,734,460
439,640,36
867,163,43
850,198,359
895,314,69
328,232,780
906,742,137
453,525,60
173,798,317
240,880,387
135,223,20
506,818,524
846,860,709
464,915,387
862,31,591
689,600,402
537,219,254
34,670,52
69,10,246
660,324,605
326,193,781
28,473,453
466,484,590
632,750,113
377,555,378
252,861,788
232,949,167
673,501,681
41,504,486
668,444,628
950,877,302
69,644,98
324,713,690
616,92,533
119,465,608
968,978,478
657,389,767
282,545,57
520,470,414
650,692,568
124,911,696
575,87,630
793,797,264
83,642,182
566,464,292
718,746,490
132,721,399
468,354,70
301,347,39
706,504,123
468,94,645
665,851,395
382,44,289
632,131,736
429,392,391
924,657,405
705,428,272
113,86,773
296,218,178
110,666,381
699,949,404
50,928,264
317,44,36
252,848,543
955,93,612
981,257,100
511,32,637
264,193,9
360,886,584
745,186,669
328,339,327
674,706,590
72,742,164
588,859,663
301,896,374
594,732,536
797,18,352
145,659,429
113,29,89
958,444,611
25,589,623
932,218,396
783,740,474
388,641,345
297,550,382
322,975,99
628,93,763
820,946,426
968,844,282
336,521,242
262,245,312
307,281,511
827,830,636
918,236,435
749,103,133
128,739,505
322,716,52
832,552,682
84,205,160
202,300,701
941,524,481
543,345,398
711,174,425
545,139,492
800,856,105
54,826,747
981,559,753
11,347,117
65,89,30
965,324,566
378,839,423
481,270,741
444,101,34
669,1000,484
574,730,506
609,523,398
695,629,75
309,283,448
587,913,227
504,120,276
679,5,555
523,915,429
609,830,473
384,777,5
681,680,687
690,303,52
346,692,773
7,246,662
76,642,638
636,309,485
749,116,142
555,519,49
70,143,550
632,564,397
906,773,733
107,522,222
363,338,702
571,17,167
131,574,264
355,558,482
117,114,647
750,478,5
448,144,386
170,633,71
455,795,111
83,319,705
749,768,420
979,531,570
849,904,119
726,756,167
12,668,21
179,492,261
910,262,532
59,448,454
31,284,170
457,747,7
252,935,768
819,349,83
106,787,110
834,829,354
850,843,15
932,165,742
601,156,709
553,699,345
369,758,132
83,989,799
360,223,326
129,527,572
205,795,457
760,637,227
834,165,675
355,908,758
727,310,460
236,507,78
310,573,634
968,483,1
237,406,27
532,812,315
587,102,242
313,41,516
149,901,88
628,488,662
596,536,98
571,499,613
232,190,8
540,403,702
159,527,649
795,829,183
840,950,213
742,5,671
920,979,294
161,683,135
816,130,18
379,624,781
305,848,693
621,955,197
856,644,789
464,505,257
623,270,62
50,812,649
321,73,713
153,136,709
230,606,741
653,428,559
329,778,645
308,381,344
558,10,60
151,222,490
344,587,347
856,675,112
495,302,49
39,534,687
70,687,729
545,502,114
381,912,349
411,990,138
967,795,768
962,51,146
746,650,276
79,347,736
114,335,60
603,778,421
866,432,643
741,506,679
911,383,473
248,567,529
350,299,462
937,946,545
585,268,179
721,93,178
170,600,205
191,917,462
227,673,658
199,255,463
753,444,490
474,862,37
486,275,695
766,693,585
21,868,610
876,266,725
861,121,687
906,685,376
645,419,346
621,565,558
554,431,656
132,865,626
592,21,595
180,873,133
416,820,305
820,91,784
588,704,360
53,466,258
895,429,370
501,853,62
978,736,406
410,973,372
829,746,676
64,690,791
55,297,725
904,934,607
96,408,779
427,899,149
930,40,394
58,363,51
938,803,368
437,292,434
991,314,215
102,520,603
870,641,578
753,843,254
620,328,778
835,209,688
913,828,664
28,663,723
851,533,570
286,861,8
970,937,567
36,395,800
914,467,124
282,473,117
299,313,687
707,203,478
587,687,766
290,218,720
667,861,194
220,519,449
344,707,455
642,189,651
716,912,482
101,293,174
425,413,584
895,151,189
47,941,237
319,950,483
791,825,415
868,768,57
361,337,634
509,45,761
629,261,183
297,763,200
934,233,89
603,218,264
729,300,792
405,910,50
839,380,768
217,329,658
806,747,286
517,723,346
956,425,520
283,851,315
385,505,521
953,318,524
331,726,295
586,661,752
906,168,754
656,769,628
868,402,762
532,794,8
910,888,787
271,131,636
784,589,448
859,869,745
571,129,421
728,805,684
623,413,129
607,776,649
204,44,394
104,365,25
203,823,600
61,590,336
430,458,32
736,100,449
143,850,119
934,22,221
645,826,244
799,317,266
109,697,7
397,38,738
880,667,334
933,267,430
609,904,695
709,498,652
212,98,768
620,339,611
53,815,756
851,958,405
884,81,112
227,964,793
384,674,607
430,129,578
895,119,177
928,307,223
154,613,679
832,179,26
330,594,791
643,320,564
963,86,488
785,12,197
174,916,601
359,503,293
553,506,44
376,175,109
8,926,141
320,183,673
947,33,297
201,336,563
351,667,511
142,694,454
168,242,244
699,514,529
816,652,774
88,30,704
42,775,529
494,986,631
665,132,187
59,971,187
721,344,623
558,492,317
154,543,509
390,431,48
2,398,500
875,843,15
909,704,777
263,338,130
427,985,453
363,3,774
920,641,203
449,339,186
618,435,574
124,655,683
10,812,240
124,167,761
730,894,301
886,788,609
674,626,1
838,23,436
220,78,115
540,207,413
702,358,76
318,697,91
247,431,749
271,174,104
104,505,449
659,247,317
72,752,789
47,644,716
281,630,69
867,744,455
337,867,34
433,149,382
331,703,735
879,22,785
908,171,591
524,920,688
937,411,325
704,90,446
578,52,90
526,781,444
522,583,747
704,933,704
246,694,589
72,37,239
46,439,632
735,736,204
684,571,274
219,563,477
411,641,286
538,445,792
765,138,173
733,550,356
768,766,71
986,504,96
715,732,351
676,533,433
652,265,619
117,282,360
673,510,750
737,552,77
608,993,614
941,201,465
285,589,97
161,7,766
705,165,600
265,685,255
240,446,249
197,936,480
918,660,92
332,408,261
360,291,496
689,914,509
425,258,97
448,946,628
526,629,459
213,438,305
95,973,670
963,140,240
421,447,508
374,765,746
460,362,249
938,87,334
242,175,331
13,344,25
695,257,292
335,213,533
732,761,60
29,352,66
787,816,558
843,149,33
576,258,323
237,983,672
404,760,564
8,541,314
394,446,548
394,329,677
958,983,734
776,160,456
842,377,249
287,168,138
638,269,442
172,627,631
642,470,766
74,570,688
213,63,260
916,415,403
709,387,447
118,982,463
492,47,785
958,434,160
34,353,722
758,449,107
816,291,525
760,55,197
685,474,30
592,549,564
268,160,614
289,790,270
178,410,734
121,980,61
752,914,361
392,658,251
828,6,614
787,199,263
253,997,475
650,409,276
929,104,20
250,563,558
177,357,467
336,718,42
944,65,758
334,872,45
476,878,725
162,306,22
723,477,126
689,951,789
970,581,414
70,974,355
129,346,527
268,827,525
164,57,570
913,607,98
100,932,557
866,648,622
383,898,628
975,213,283
309,478,287
331,289,403
743,636,500
418,46,558
748,365,18
414,34,768
938,804,463
806,905,284
765,526,584
663,914,45
964,860,72
982,653,557
661,533,383
304,537,401
938,829,87
722,107,647
228,774,356
633,447,200
483,504,44
937,311,184
704,720,549
511,889,729
694,474,301
208,739,712
796,287,643
79,586,575
278,611,31
206,682,289
458,615,416
740,338,648
907,410,61
236,422,65
988,803,398
773,216,425
123,691,461
297,762,551
900,830,414
929,295,1
664,219,530
296,66,156
21,616,216
532,902,476
44,714,9
75,357,753
84,893,155
605,978,629
719,998,514
164,615,660
36,133,315
620,669,510
215,907,50
831,8,228
460,410,710
57,4,507
815,698,619
184,375,486
667,3,150
399,264,123
553,77,109
591,370,119
307,701,220
738,648,530
555,845,90
230,594,461
276,892,712
494,262,73
172,836,395
854,502,225
937,918,375
783,190,54
138,936,192
190,763,477
451,948,60
288,155,800
570,412,498
295,318,794
817,73,505
475,594,258
585,287,710
933,791,596
338,676,275
923,773,46
11,626,466
127,625,199
890,761,252
375,980,54
234,589,291
622,142,714
331,900,785
931,666,594
509,103,479
665,298,786
996,87,128
56,459,56
106,542,624
283,505,703
70,856,133
17,205,165
941,213,341
519,179,221
632,255,306
695,759,192
342,816,716
327,375,789
193,386,202
419,1000,582
89,399,521
986,86,266
274,984,150
574,728,131
203,352,755
914,321,316
203,356,376
624,529,346
915,823,559
23,469,632
668,282,227
507,388,429
844,867,104
133,875,87
487,948,706
567,891,679
252,908,639
162,999,528
510,41,643
737,704,195
890,623,183
37,278,380
853,542,451
627,758,592
941,377,577
364,298,127
560,692,787
751,798,15
833,896,195
172,412,564
323,987,526
864,4,371
626,601,724
278,122,238
709,865,55
285,320,697
88,808,651
540,303,443
651,31,738
914,371,632
84,621,330
376,329,370
974,387,601
104,507,745
367,126,96
457,400,19
515,6,717
285,960,455
668,687,452
874,197,636
740,199,756
866,187,359
30,587,481
805,624,660
303,272,85
78,272,527
971,390,335
403,496,270
968,392,778
793,290,377
21,102,25
106,678,796
345,176,774
837,138,195
841,579,99
153,532,88
904,450,84
800,763,751
349,298,666
277,239,230
513,958,743
527,836,619
323,116,372
124,749,282
341,550,533
656,11,166
327,363,784
176,359,372
921,998,756
982,30,591
456,282,286
296,588,112
122,13,340
847,895,505
488,927,348
66,83,150
389,95,635
683,274,300
152,27,575
808,26,757
845,498,463
515,666,686
569,187,694
636,603,510
481,793,425
69,583,630
845,715,515
616,991,54
641,961,669
936,923,378
538,979,357
417,563,729
976,250,36
838,256,84
549,758,162
844,781,183
698,128,794
126,102,667
950,430,270
220,358,154
714,957,250
649,652,528
635,604,670
116,758,159
862,608,595
84,994,770
635,931,37
178,935,20
300,790,153
42,338,674
314,892,365
847,544,193
755,505,152
207,281,34
960,896,47
529,785,105
71,353,107
118,741,214
911,17,246
158,269,426
138,504,356
910,351,636
158,579,437
393,893,382
359,26,489
355,140,168
937,262,162
604,232,326
555,339,521
838,561,751
579,928,235
336,716,60
20,645,764
402,661,525
483,751,638
202,77,132
169,69,778
244,417,293
774,948,183
44,370,459
931,858,559
133,226,424
439,470,678
373,951,258
168,76,639
798,579,566
423,936,27
862,973,714
949,506,374
268,95,243
92,170,370
54,866,322
166,517,507
187,351,345
567,324,15
958,628,787
708,322,206
337,420,275
201,88,676
809,593,568
367,134,789
745,353,6
123,239,475
9,992,638
452,833,678
58,914,786
728,646,418
411,807,233
13,790,123
193,861,634
830,517,298
523,706,763
697,938,247
574,376,497
157,582,715
733,402,435
536,271,557
16,533,502
37,122,708
687,155,592
219,685,792
496,194,741
824,623,737
22,237,462
667,226,146
3,708,522
122,738,67
879,801,19
224,233,96
924,324,225
799,761,569
206,148,643
970,278,448
317,104,457
254,2,107
790,308,779
208,826,8
374,514,651
91,716,621
704,625,377
863,162,355
455,52,548
358,145,331
640,748,603
344,350,439
876,220,506
758,505,256
615,709,185
219,778,611
22,247,25
563,20,169
293,211,766
574,455,577
872,733,482
29,456,13
287,648,353
252,712,15
954,587,745
466,726,234
905,275,403
312,427,647
227,181,483
610,213,79
148,463,205
538,992,545
534,59,155
637,764,476
661,668,89
803,58,61
506,381,114
486,627,559
873,965,451
130,121,336
379,392,90
75,840,134
95,660,232
656,341,362
335,320,224
424,922,76
565,343,102
901,899,424
930,42,262
73,502,405
240,377,414
361,406,672
565,708,391
268,288,556
795,57,413
444,198,68
957,765,540
62,270,289
468,385,227
396,236,247
787,926,63
6,634,486
788,781,610
723,437,683
525,179,593
491,434,117
117,629,181
586,782,515
703,306,401
741,140,688
667,537,380
560,988,706
285,506,266
944,536,511
117,935,220
342,952,333
307,141,387
376,701,194
920,441,584
830,349,469
808,892,634
603,792,304
790,783,260
76,766,512
493,842,209
845,418,363
129,124,458
203,579,207
88,298,463
389,860,24
43,202,772
283,456,693
463,577,489
376,315,168
74,690,635
308,688,410
137,293,513
370,468,743
133,859,546
861,507,729
541,560,620
124,621,217
640,735,245
481,885,651
774,709,367
332,535,605
667,33,36
268,645,116
13,143,60
660,334,392
891,397,214
1,722,25
441,495,373
457,313,418
248,995,307
114,928,163
258,268,174
179,323,196
345,336,635
14,906,73
213,848,142
568,212,582
729,13,487
383,107,764
328,350,687
228,32,409
484,627,631
383,339,128
559,147,509
68,178,758
867,332,191
546,660,275
498,180,623
330,757,66
794,547,423
131,930,671
453,1,436
148,356,570
682,260,396
64,102,613
469,152,222
148,438,536
133,177,800
584,937,21
195,337,554
608,946,404
120,756,730
772,819,346
785,413,724
354,433,675
101,697,203
766,467,579
448,450,287
631,610,505
803,11,704
187,240,696
631,137,639
505,26,494
606,784,209
946,212,41
876,922,721
375,1000,32
400,375,244
280,524,531
5,768,500
124,172,671
688,580,103
258,44,748
685,372,141
686,985,32
239,52,766
843,894,710
761,691,21
179,399,109
265,156,529
101,220,669
334,721,191
837,442,125
569,192,361
586,574,784
448,963,138
593,222,282
843,392,795
182,787,599
981,634,495
116,902,111
301,832,635
380,942,732
994,915,713
564,398,505
697,726,181
330,598,281
348,15,70
7,388,664
234,546,340
371,46,18
911,219,198
36,998,521
709,862,281
681,972,241
946,166,456
712,437,562
490,181,393
327,183,354
30,160,95
561,256,287
814,829,354
151,585,607
307,68,644
36,150,409
54,128,677
702,543,138
888,288,757
963,979,492
229,18,424
811,252,418
85,342,443
127,927,763
541,372,619
264,810,727
556,756,394
484,673,136
378,811,405
839,89,560
350,275,187
161,428,102
101,117,599
424,674,23
461,384,538
329,306,528
678,521,606
269,467,196
577,862,695
138,764,702
419,391,161
719,51,117
399,745,246
295,282,421
306,480,274
550,596,751
177,274,96
339,54,689
122,490,78
858,188,738
913,626,52
910,330,478
404,45,414
37,359,127
19,102,421
90,34,356
155,557,40
526,60,752
770,612,637
881,502,50
833,699,420
840,488,341
75,91,354
737,688,591
999,584,183
910,47,391
766,90,776
446,203,47
857,402,16
211,922,176
1,599,255
355,232,103
731,135,479
206,728,199
87,653,519
133,343,364
177,248,497
446,517,55
521,56,633
882,499,349
176,370,211
10,316,207
267,596,330
667,483,684
144,182,131
899,93,437
750,45,469
868,839,34
65,112,375
185,191,514
369,777,288
322,894,741
954,788,528
107,86,94
261,114,407
51,179,324
638,689,419
50,136,671
564,959,459
594,71,409
447,400,710
408,334,213
240,697,101
605,555,539
839,372,654
50,984,397
563,390,681
60,870,701
315,604,179
854,634,729
951,153,255
346,3,532
175,204,258
866,686,322
435,272,613
976,771,228
580,220,104
843,792,410
968,824,361
318,110,146
241,615,8
416,597,190
521,107,406
611,13,85
809,165,785
575,191,495
774,35,438
760,353,410
159,197,109
263,677,209
598,845,760
465,435,746
739,920,132
942,116,24
859,71,192
528,121,327
457,517,613
934,422,528
912,961,22
376,888,362
450,284,756
681,521,399
457,733,606
501,712,720
818,88,478
481,348,89
285,898,347
504,973,197
838,709,285
606,780,135
320,991,448
64,919,253
535,599,438
14,391,166
778,330,238
163,426,210
718,325,135
515,117,163
743,777,230
611,49,64
26,299,444
179,958,391
390,92,57
929,900,743
118,622,770
109,773,47
774,517,479
37,248,441
846,947,663
869,607,505
300,941,718
622,857,233
500,646,18
602,293,602
281,307,484
893,263,170
919,212,551
403,195,6
756,511,124
196,495,423
852,528,684
303,284,390
465,606,181
87,843,744
76,39,244
469,696,176
712,225,174
652,294,721
811,640,387
117,560,358
339,142,298
318,214,497
903,856,72
119,260,514
819,381,290
610,240,648
398,197,672
722,628,719
481,524,725
294,24,451
614,171,379
450,40,553
60,66,86
489,471,770
766,531,733
300,273,227
959,951,627
168,423,532
769,89,14
891,792,687
515,429,417
796,310,695
2,231,253
326,749,105
227,83,517
119,410,104
457,512,45
912,608,593
44,513,380
143,350,197
553,926,532
983,62,580
489,929,641
112,277,441
1,237,433
108,468,74
661,964,564
23,110,579
205,296,380
902,281,166
998,227,46
396,851,439
874,938,667
255,625,19
818,217,382
844,717,569
820,43,294
217,446,8
728,734,658
222,646,499
30,398,462
147,325,611
329,730,615
963,252,14
389,689,652
898,849,456
77,901,551
617,836,616
341,500,674
77,680,491
683,110,745
899,247,617
46,575,660
483,163,683
508,287,374
755,863,473
657,950,391
684,50,586
976,793,123
742,153,78
109,78,670
36,590,89
301,180,499
14,418,738
304,959,745
565,234,636
696,291,393
131,423,263
331,19,614
863,122,138
357,200,163
895,528,129
476,216,288
57,161,656
945,751,131
976,40,677
939,156,495
251,217,215
506,508,182
33,802,675
501,626,693
133,931,690
450,290,342
365,509,701
815,522,596
834,766,27
855,905,244
557,996,369
251,656,443
636,558,487
171,713,9
735,559,670
71,715,634
18,134,660
701,365,279
488,925,638
708,655,743
793,711,720
55,666,624
657,539,664
8,950,590
330,869,495
480,260,705
239,493,792
225,596,343
895,274,673
766,380,199
79,470,21
70,185,679
325,329,589
637,154,28
869,924,233
207,305,770
996,752,591
948,326,454
935,837,695
752,920,602
167,656,706
543,939,419
331,694,82
311,126,676
659,431,223
982,122,162
614,806,606
610,517,617
227,511,517
166,747,45
524,213,653
891,785,462
972,248,477
335,669,90
931,27,174
294,84,44
630,770,379
512,494,45
143,269,749
575,732,446
993,843,721
301,768,76
905,558,481
449,889,25
841,842,540
998,536,43
388,515,460
795,248,715
929,434,469
740,609,636
211,624,277
258,887,777
447,88,220
218,655,19
695,359,115
682,955,483
352,367,22
512,492,543
298,95,367
527,665,229
83,958,728
912,420,291
56,415,208
153,528,500
274,723,289
945,173,770
509,527,793
260,219,321
373,920,771
918,920,719
166,364,89
457,133,39
269,984,55
41,758,580
49,157,351
355,75,75
132,920,792
355,955,701
213,222,736
789,99,354
429,398,796
134,358,787
74,59,284
500,320,114
824,19,250
659,239,67
861,328,472
1,128,623
509,939,645
454,337,566
900,307,373
480,267,408
455,628,773
716,268,698
953,319,539
560,685,580
536,465,362
835,520,29
747,578,438
307,122,292
646,950,376
105,594,127
273,674,474
179,179,54
487,726,471
765,720,362
295,951,123
168,977,420
877,336,718
780,58,755
527,403,683
807,619,102
398,798,7
519,357,784
66,921,179
621,886,785
213,483,710
63,843,800
868,948,594
853,629,640
988,520,510
321,70,367
678,173,782
939,431,756
847,356,341
189,793,756
786,861,371
933,592,281
884,915,784
842,177,783
183,641,317
912,161,82
589,256,120
106,618,637
804,679,593
117,180,96
766,332,654
152,459,185
384,471,33
645,498,397
766,474,580
698,877,591
31,427,10
443,994,199
450,107,94
269,308,417
648,210,792
423,37,522
592,458,480
857,127,739
682,401,688
926,176,624
749,989,731
671,690,689
866,349,532
114,416,105
277,88,240
623,947,398
636,563,118
747,493,296
266,808,592
889,846,424
950,347,725
331,234,189
163,137,524
717,316,163
20,271,508
465,134,282
607,437,90
195,9,226
39,198,165
80,750,543
516,112,139
386,592,321
219,648,488
891,63,739
515,995,288
237,82,266
817,674,295
703,207,737
69,601,409
360,150,224
435,244,38
666,709,194
799,407,784
700,960,164
8,587,270
627,61,129
979,407,64
505,895,628
662,124,395
495,410,94
567,44,759
551,572,473
804,920,736
403,861,523
731,157,523
184,628,484
452,373,89
491,679,225
336,762,146
457,983,554
506,870,421
93,494,697
402,315,491
382,342,122
857,832,41
199,498,723
926,474,202
931,882,465
438,266,432
793,511,610
835,498,689
157,247,623
901,924,324
437,253,676
41,333,284
902,556,678
53,91,396
732,379,498
94,702,96
176,586,424
952,70,240
639,767,84
652,273,375
685,241,481
290,31,286
641,667,45
351,825,89
35,105,21
461,826,617
756,535,360
889,507,564
902,216,386
95,308,154
466,555,65
249,298,459
512,613,752
319,464,28
927,93,353
649,762,472
830,997,592
127,681,306
972,444,32
183,93,596
44,773,780
534,23,526
91,624,701
318,365,241
16,623,316
206,973,790
229,416,146
289,260,89
648,595,56
249,424,726
913,522,237
114,724,630
409,612,750
292,531,509
906,430,674
682,996,460
685,720,449
759,386,425
626,49,615
749,853,297
834,722,698
16,840,56
45,823,795
630,230,297
687,343,782
389,169,6
405,584,68
649,296,49
401,712,91
568,416,108
605,765,583
899,124,547
288,333,98
657,347,794
969,420,542
393,43,564
918,290,215
796,483,382
113,885,22
224,195,330
683,17,798
72,572,269
200,104,561
89,818,248
700,786,602
789,249,534
509,906,516
377,209,106
762,920,22
126,43,784
717,79,472
815,425,284
962,434,535
258,646,354
185,221,583
925,158,465
27,320,553
754,646,117
477,469,403
956,245,445
208,225,14
72,604,59
449,367,388
616,787,760
63,908,254
86,582,520
379,727,494
740,978,239
308,784,654
260,619,60
35,59,564
426,644,564
237,6,481
555,685,630
839,757,482
244,33,442
619,867,378
765,883,222
91,133,570
453,543,466
521,605,400
518,56,292
260,273,260
644,129,109
168,528,247
167,384,502
503,107,675
940,748,571
768,406,430
637,332,616
67,854,312
994,662,99
155,464,497
807,843,680
800,955,527
470,466,727
240,411,418
370,452,659
384,357,6
712,596,321
603,67,348
368,275,625
649,107,162
844,72,61
294,523,449
652,202,209
